Name,Water,Energ (kcal),Protein,Lipid,Ash,Carbohydrt,Sugar,Calcium,Iron,Magnesium,Sodium,Zinc,Copper,Vit_C,Vit_B6,Cholestrl
CRACKERS.WHOLE-WHEAT.LO SALT,2.7,443,8.8,17.2,2.7,68.6,0.37,50,3.08,99,247,2.15,0.444,0,0.183,0
CRACKERS.WHOLE-WHEAT.RED FAT,2.59,416,11.34,7.59,2.96,75.52,1.22,39,3.56,120,604,2.99,0.447,0,0.197,0
CRANBERRIES.DRIED.SWTND,16,308,0.07,1.37,0.2,82.36,65,10,0.53,5,3,0.11,0.08,0.2,0.038,0
CRANBERRIES.RAW,87.13,46,0.39,0.13,0.15,12.2,4.04,8,0.25,6,2,0.1,0.061,13.3,0.057,0
CRANBERRIES.WILD.BUSH.RAW (ALASKA NATIVE),86,55,1.1,0.2,0.4,12.3,0,20,1,0,26,0,0,15,0,0
CRANBERRY JUC COCKTAIL.BTLD,86.17,54,0,0.1,0.2,13.52,11.87,3,0.1,1,2,0.03,0.01,42.3,0,0
CRANBERRY JUC COCKTAIL.BTLD.LO CAL.W/CA.SACCHARIN&CORN SWTNR,95.2,19,0.02,0.01,0.18,4.6,4.59,9,0.04,2,3,0.02,0.01,32.2,0.002,0
CRANBERRY JUC COCKTAIL.FRZ CONC,48.4,201,0.05,0,0.1,51.45,42.5,11,0.3,5,4,0.07,0.02,45.8,0.049,0
CRANBERRY JUC COCKTAIL.FRZ CONC.PREP W/ H2O,88.08,47,0.01,0,0.1,11.81,9.76,5,0.07,2,4,0.02,0.012,10.5,0.011,0
CRANBERRY JUC.UNSWTND,87.13,46,0.39,0.13,0.15,12.2,12.1,8,0.25,6,2,0.1,0.055,9.3,0.052,0
CRANBERRY SAU.CND.SWTND,60.65,151,0.2,0.15,0.1,38.9,37.9,4,0.22,3,29,0.05,0.02,2,0.014,0
CRANBERRY.LO BUSH OR LINGENBERRY.RAW (ALASKA NATIVE),86.7,55,0.4,0.5,0.2,12.2,0,26,0.4,0,0,0,0,21,0,0
CRANBERRY-APPLE JUC DRK.BTLD,83.78,63,0,0.11,0.26,15.85,14.5,3,0.07,1,2,0.02,0.01,39.5,0,0
CRANBERRY-APPLE JUC DRK.LO CAL.W/VIT C,95.2,19,0.1,0,0.12,4.7,4.6,10,0.06,3,5,0.02,0.007,32,0.019,0
CRANBERRY-APRICOT JUC DRK.BTLD,83.5,64,0.2,0,0.1,16.2,0,9,0.15,3,2,0.04,0.015,0,0.02,0
CRANBERRY-GRAPE JUC DRK.BTLD,85.6,56,0.2,0.1,0.1,14,0,8,0.01,3,3,0.04,0.007,32,0.028,0
CRANBERRY-ORANGE RELISH.CND,53.2,178,0.3,0.1,0.2,46.2,0,11,0.2,4,32,0,0.04,18,0,0
CRAYFISH.MXD SP.FARMED.CKD.MOIST HEAT,80.8,87,17.52,1.3,1.07,0,0,51,1.11,33,97,1.48,0.58,0.5,0.134,137
CRAYFISH.MXD SP.FARMED.RAW,84.05,72,14.85,0.97,1,0,0,25,0.55,30,62,1.01,0.237,0.5,0.076,107
CRAYFISH.MXD SP.WILD.CKD.MOIST HEAT,79.37,82,16.77,1.2,1.2,0,0,60,0.83,33,94,1.76,0.685,0.9,0.076,133
CRAYFISH.MXD SP.WILD.RAW,82.24,77,15.97,0.95,1.34,0,0,27,0.84,27,58,1.3,0.419,1.2,0.108,114
CREAM PUFFS.PREP FROM RECIPE.SHELL (INCL ECLAIR),40.5,362,9,25.9,1.8,22.8,0.43,36,2.02,12,557,0.73,0.051,0,0.075,196
CREAM PUFFS.PREP FROM RECIPE.SHELL.W/CUSTARD FILLING,53.5,258,6.7,15.5,1.3,22.9,9.49,66,1.17,12,341,0.6,0.035,0.3,0.062,134
CREAM SUB.FLAV.LIQ,50.06,251,0.69,13.5,0.55,35.07,33.04,6,0.59,19,80,0.25,0.142,0,0.004,0
CREAM SUB.FLAV.PDR,1.52,498,0.68,21.47,0.79,75.42,58.01,5,0.63,17,196,0.23,0.135,0,0.004,0
CREAM SUB.LIQ.LT,86.2,71,0.8,3.5,0.4,9.1,9.1,1,0.56,0,60,0.05,0,0,0,0
CREAM SUB.LIQ.W/HYDR VEG OIL&SOY PROT,77.27,136,1,9.97,0.38,11.38,11.38,9,0.03,0,79,0.02,0,0,0,0
CREAM SUB.LIQ.W/LAURIC ACID OIL&NA CASEINATE,77.27,136,1,9.97,0.38,11.38,0,9,0.03,0,79,0.02,0.025,0,0,0
CREAM SUB.PDR.LT,6.2,431,1.9,15.7,2.8,73.4,73.4,1,0.03,0,229,0.02,0.01,0,0,0
CREAM SUBSTITUTE.POWDERED,2.21,545,4.79,35.48,2.64,54.88,54.88,22,1.15,4,181,0.51,0.115,0,0,0
CREAM.FLUID.HALF AND HALF,80.57,130,2.96,11.5,0.67,4.3,0.16,105,0.07,10,41,0.51,0.01,0.9,0.039,37
CREAM.FLUID.HVY WHIPPING,57.71,345,2.05,37,0.45,2.79,0.11,65,0.03,7,38,0.23,0.006,0.6,0.026,137
CREAM.FLUID.LT (COFFEE CRM OR TABLE CRM),73.75,195,2.7,19.31,0.58,3.66,0.14,96,0.04,9,40,0.27,0.008,0.8,0.032,66
CREAM.FLUID.LT WHIPPING,63.5,292,2.17,30.91,0.46,2.96,0.11,69,0.03,7,34,0.25,0.007,0.6,0.028,111
CREAM.HALF & HALF.FAT FREE,86,59,2.6,1.4,1,9,5,96,0,16,144,0.81,0.016,0.7,0.062,5
CREAM.SOUR.CULTURED,74.46,193,2.07,19.73,0.85,2.88,3.5,110,0.17,10,80,0.38,0.019,0.9,0.057,52
CREAM.SOUR.RED FAT.CULTURED,80.14,135,2.94,12,0.66,4.26,0.16,104,0.07,10,41,0.5,0.016,0.9,0.016,39
CREAM.WHIPPED.CRM TOPPING.PRESSURIZED,61.33,257,3.2,22.22,0.76,12.49,8,101,0.05,11,130,0.37,0.01,0,0.041,76
CREAMY DRSNG.MADE W/SOUR CRM AND/OR BTTRMLK&OIL.RED CAL,74,160,1.5,14,3.5,7,5.65,6,0.13,2,1023,0.04,0,0.4,0.03,0
CREAMY DRSNG.W/SOUR CRM AND/OR BTTRMLK&OIL.RED CAL.CHOL-FREE,73,140,1,8,2,16,3.28,36,0.26,5,932,0.18,0,0,0.02,0
CRESS.GARDEN.CKD.BLD.DRND.W/SALT,92.5,23,1.9,0.6,1.2,3.8,3.11,61,0.8,26,244,0.15,0.114,23,0.157,0
CRESS.GARDEN.CKD.BLD.DRND.WO/SALT,92.5,23,1.9,0.6,1.2,3.8,3.11,61,0.8,26,8,0.15,0.114,23,0.157,0
CRESS.GARDEN.RAW,89.4,32,2.6,0.7,1.8,5.5,4.4,81,1.3,38,14,0.23,0.17,69,0.247,0
CRISPED RICE BAR.CHOC CHIP,7,404,5.1,13.5,1.3,73,0,21,6.3,48,278,0.86,0.31,0,0.705,0
CRISPY CHICK.BACON.& TOMATO CLUB SNDWCH.W/ CHS.LETUCE.& MAYO,48.02,257,15.38,11.76,2.23,22.61,4.99,92,1.32,31,605,1.17,0.097,3.8,0.279,38
CRLS.QUAKR INST OTML.NUTR FOR WMN.VNLA CINN.PREP W/ BOIL H2O,74.19,104,3.22,1.28,1.48,19.82,8.1,240,4.25,25,177,0.58,0.076,0,0.471,0
CRMY DRSG.MDE W/ SOUR CRM AND/OR BTRMLK & OIL.RED CAL.FTFREE,74.7,107,1.4,2.7,1.2,20,5.35,36,0.25,5,1000,0.18,0,0,0.02,0
CROAKER.ATLANTIC.CKD.BREADED&FRIED,59.76,221,18.2,12.67,1.37,7.54,0,32,0.86,42,348,0.52,0.065,0,0.26,84
CROAKER.ATLANTIC.RAW,78.03,104,17.78,3.17,1.11,0,0,15,0.37,40,56,0.42,0.042,0,0.3,61
CROISSANTS.APPLE,45.6,254,7.4,8.7,1.2,37.1,0,30,1.1,13,274,1.03,0.04,0.5,0.032,31
CROISSANTS.BUTTER,23.2,406,8.2,21,1.6,45.8,11.26,37,2.03,16,744,0.75,0.08,0.2,0.058,67
CROISSANTS.CHEESE,21,414,9.2,20.9,1.9,47,11.35,53,2.15,24,555,0.94,0.1,0.2,0.073,57
CROUTONS.PLAIN,5.5,407,11.9,6.6,2.5,73.5,0,76,4.08,31,698,0.89,0.163,0,0.026,0
CROUTONS.SEASONED,3.6,465,10.8,18.3,3.8,63.5,4.41,96,2.82,42,1238,0.94,0.168,0,0.083,7
CUCUMBER.PEELED.RAW,96.73,12,0.59,0.16,0.36,2.16,1.38,14,0.22,12,2,0.17,0.071,3.2,0.051,0
CUCUMBER.WITH PEEL.RAW,95.23,15,0.65,0.11,0.38,3.63,1.67,16,0.28,13,2,0.2,0.041,2.8,0.04,0
CUMIN SEED,8.06,375,17.81,22.27,7.62,44.24,2.25,931,66.36,366,168,4.8,0.867,7.7,0.435,0
CURRANTS.EUROPEAN BLACK.RAW,81.96,63,1.4,0.41,0.86,15.38,0,55,1.54,24,2,0.27,0.086,181,0.066,0
CURRANTS.RED&WHITE.RAW,83.95,56,1.4,0.2,0.66,13.8,7.37,33,1,13,1,0.23,0.107,41,0.07,0
CURRANTS.ZANTE.DRIED,19.21,283,4.08,0.27,2.36,74.08,67.28,86,3.26,41,8,0.66,0.468,4.7,0.296,0
CURRY POWDER,9.52,325,12.66,13.81,5.57,58.15,2.76,478,29.59,254,52,4.05,0.815,11.4,1.15,0
CUSK.COOKED.DRY HEAT,69.68,112,24.35,0.88,1.6,0,0,13,1.06,40,40,0.49,0.023,0,0.447,53
CUSK.RAW,76.35,87,18.99,0.69,1.25,0,0,10,0.83,31,31,0.38,0.018,0,0.387,41
CUSTARD-APPLE.(BULLOCK'S-HEART).RAW,71.5,101,1.7,0.6,1,25.2,0,30,0.71,18,4,0,0,19.2,0.221,0
CUTTLEFISH.MXD SP.CKD.MOIST HEAT,61.12,158,32.48,1.4,3.36,1.64,0,180,10.84,60,744,3.46,0.998,8.5,0.27,224
CUTTLEFISH.MXD SP.RAW,80.56,79,16.24,0.7,1.68,0.82,0,90,6.02,30,372,1.73,0.587,5.3,0.15,112
DAIRY DRK MIX.CHOC.RED CAL.W/ ASPRT.PDR.PREP W/ H2O & ICE,92.26,29,2.19,0.23,0.81,4.51,2.89,127,0.68,19,61,0.32,0.079,0.5,0.01,2
DAIRY DRK MIX.CHOC.RED CAL.W/ LOW-CALORIE SWEETENERS.PDR,12.8,329,25,2.6,8.2,51.4,32.94,1412,7.7,210,659,3.6,0.8,5.6,0.11,24
DANDELION GREENS.RAW,85.6,45,2.7,0.7,1.8,9.2,0.71,187,3.1,36,76,0.41,0.171,35,0.251,0
DANDELION GRNS.CKD.BLD.DRND.W/SALT,89.8,33,2,0.6,1.2,6.4,1.62,140,1.8,24,280,0.28,0.115,18,0.16,0
DANDELION GRNS.CKD.BLD.DRND.WO/SALT,89.8,33,2,0.6,1.2,6.4,0.5,140,1.8,24,44,0.28,0.115,18,0.16,0
DANISH PASTRY.CHEESE,31.4,374,8,21.9,1.5,37.2,6.95,35,1.6,15,450,0.7,0.089,0.1,0.04,23
DANISH PASTRY.CINN.ENR,24.3,403,7,22.4,1.7,44.6,19.78,71,1.96,19,371,0.72,0.1,0.1,0.038,21
DANISH PASTRY.CINN.UNENR,24.3,403,7,22.4,1.7,44.6,0,71,0.78,19,371,0.72,0.1,0.2,0.038,21
DANISH PASTRY.FRUIT.ENR,27.1,371,5.4,18.5,1.2,47.8,27.53,46,1.77,15,354,0.54,0.065,3.9,0.043,114
DANISH PASTRY.FRUIT.UNENR (INCL APPL.CINN.RAISIN.STRAWBERRY),27.1,371,5.4,18.5,1.2,47.8,0,46,0.75,15,354,0.54,0.065,3.9,0.04,40
DANISH PASTRY.LEMON.UNENR,27.1,371,5.4,18.5,1.2,47.8,0,46,0.75,15,354,0.54,0.065,3.9,0.04,40
DANISH PASTRY.NUT (INCL ALMOND.RAISIN NUT.CINN NUT),20.4,430,7.1,25.2,1.5,45.7,25.87,94,1.8,32,363,0.87,0.195,1.7,0.104,46
DANISH PASTRY.RASPBERRY.UNENR,27.1,371,5.4,18.5,1.2,47.8,0,46,0.75,15,354,0.54,0.065,3.9,0.04,40
DATES.DEGLET NOOR,20.53,282,2.45,0.39,1.6,75.03,63.35,39,1.02,43,2,0.29,0.206,0.4,0.165,0
DATES.MEDJOOL,21.32,277,1.81,0.15,1.74,74.97,66.47,64,0.9,54,1,0.44,0.362,0,0.249,0
DEER (VENISON).SITKA.RAW (ALASKA NATIVE),75,111,21.5,2.66,0.64,0,0,7,2.9,0,0,0,0,0,0,18
DENNY'S.FRENCH FR,44.79,291,3.47,15.16,1.53,35.06,0,19,1.08,33,46,0.59,0.113,0,0.281,0
DENNY'S.GOLDEN FRIED SHRIMP,48.89,277,11.51,16.67,2.72,20.21,0,42,1.38,17,877,0.71,0.103,0,0.094,81
DENNY'S.MACARONI & CHS.FROM KID'S MENU,67.37,147,5.95,4.27,1.31,21.09,0,69,1,25,317,0.66,0.09,0,0.088,6
DENNY'S.MOONS & STARS CHICK NUGGETS.FROM KID'S MENU,46.58,316,18.02,22.41,2.41,10.57,0,24,1.14,25,656,0.75,0.055,0,0.505,60
DENNY'S.MOZZARELLA CHS STKS,37.3,330,13.92,18.89,3.69,26.2,0,355,0.87,22,933,2.04,0.079,0,0.089,30
DENNY'S.TOP SIRLOIN STEAK,61.82,182,28.9,7.34,1.8,0.14,0,6,3.27,24,349,5.26,0.118,0,0.613,82
DESSERT TOPPING.PDR.1.5 OZ PREP W/1/2 CUP MILK,65.74,194,3.61,12.72,0.8,17.13,17.47,90,0.04,10,66,0.27,0.012,0.7,0.03,10
DESSERT TOPPING.POWDERED,1.47,577,4.9,39.92,1.17,52.54,52.54,17,0.03,7,122,0.08,0.118,0,0,0
DESSERT TOPPING.PRESSURIZED,60.37,264,0.98,22.3,0.28,16.07,16.07,5,0.02,1,62,0.01,0.024,0,0,0
DESSERT TOPPING.SEMI SOLID.FRZ,50.21,318,1.25,25.31,0.18,23.05,23.05,6,0.12,2,25,0.03,0.03,0,0,0
DESSERTS.APPL CRISP.PREPARED-FROM-RECIPE,62.91,161,1.75,3.43,1.07,30.84,19.68,35,0.82,8,351,0.18,0.071,2.2,0.04,0
DESSERTS.EGG CUSTARD.BKD.PREPARED-FROM-RECIPE,78.86,104,5.02,4.58,0.76,10.78,11.35,107,0.35,11,61,0.54,0.028,0,0.048,84
DESSERTS.FLAN.CARAMEL CUSTARD.PREPARED-FROM-RECIPE,68.05,145,4.53,4.03,0.62,22.78,23.15,83,0.38,9,53,0.47,0.028,0,0.044,90
DESSERTS.MOUSSE.CHOC.PREPARED-FROM-RECIPE,62.94,225,4.14,16,0.76,16.07,14.81,96,0.55,20,38,0.64,0.075,0.1,0.058,140
DESSERTS.PUDD.CHOC.DRY MIX.REG,4,362,2.6,2.1,2,89.3,42.88,53,1.82,67,353,0.9,0.518,0,0.016,0
DESSERTS.RENNIN.CHOC.DRY MIX,1,363,2.4,3.3,1.4,91.5,0,166,2.55,81,70,1.58,0.735,0,0.032,0
DESSERTS.RENNIN.TABLETS.UNSWTND,6.5,84,1,0.1,72.5,19.8,0,3733,7.07,18,26050,6.36,0.2,0,0,0
DESSERTS.RENNIN.VANILLA.DRY MIX,0.4,383,0,0,0.6,99,0,117,0.07,1,6,0.04,0.058,0,0.001,0
DILL SEED,7.7,305,15.98,14.54,6.62,55.17,0,1516,16.33,256,20,5.2,0.78,21,0.25,0
DILL WEED.DRIED,7.3,253,19.96,4.36,12.56,55.82,0,1784,48.78,451,208,3.3,0.49,50,1.71,0
DILL WEED.FRSH,85.95,43,3.46,1.12,2.45,7.02,0,208,6.59,55,61,0.91,0.146,85,0.185,0
DOCK.CKD.BLD.DRND.W/SALT,93.6,20,1.83,0.64,1.01,2.93,0,38,2.08,89,239,0.17,0.114,26.3,0.1,0
DOCK.CKD.BLD.DRND.WO/SALT,93.6,20,1.83,0.64,1.01,2.93,0,38,2.08,89,3,0.17,0.114,26.3,0.1,0
DOCK.RAW,93,22,2,0.7,1.1,3.2,0,44,2.4,103,4,0.2,0.131,48,0.122,0
DOLPHINFISH.CKD.DRY HEAT,71.22,109,23.72,0.9,2.69,0,0,19,1.45,38,113,0.59,0.053,0,0.462,94
DOLPHINFISH.RAW,77.55,85,18.5,0.7,2.1,0,0,15,1.13,30,88,0.46,0.041,0,0.4,73
DOMINO'S 14 CHS PIZZA.CLASSIC HAND-TOSSED CRUST,44.3,257,10.98,8.39,1.87,34.45,3.57,134,2.3,24,478,1.15,0.132,0,0.116,13
DOMINO'S 14 CHS PIZZA.CRUNCHY THIN CRUST,39.72,315,12.96,16.82,2.5,28.01,3.17,222,0.71,26,497,1.66,0.1,0,0,21
DOMINO'S 14 CHS PIZZA.ULTIMATE DEEP DISH CRUST,42.09,274,11.36,10.34,2.27,33.93,3.28,148,2.96,25,561,1.37,0.104,0,0,14
DOMINO'S 14 EXTRAVAGANZZA FST PIZZA.CLSSIC HAND-TOSSED CRST,50.77,244,10.33,11.1,2.08,25.72,3.3,113,2.32,22,456,1.27,0.111,0,0,20
DOMINO'S 14 PEPPERONI PIZZA.CLASSIC HAND-TOSSED CRUST,43.45,270,11.6,10.54,2.13,32.29,3.45,122,2.36,25,507,1.23,0.122,0,0.15,22
DOMINO'S 14 PEPPERONI PIZZA.ULTIMATE DEEP DISH CRUST,40.85,288,12.11,12.28,2.46,32.3,3.26,112,2.6,25,526,1.51,0.116,0,0,17
DOO DADS SNACK MIX.ORIGINAL FLAVOR,3,456,10.3,18.5,3.8,64.3,0,74,2.5,60,1271,2.25,0.321,0.1,0.204,1
DOUGHNUTS. YEAST-LEAVENED. GLAZED. ENRICHED (INC HONEY BUNS),22.6,399,6.21,19.1,1.46,50.64,19.52,46,3.75,18,387,1.25,0.095,1.2,0.037,30
DOUGHNUTS.CAKE-TYPE.CHOC.SUGARED OR GLAZED,16.3,417,4.5,19.9,1.8,57.4,31.92,213,2.27,34,340,0.57,0.191,0.1,0.027,57
DOUGHNUTS.CAKE-TYPE.PLN (INCLUDES UNSUGARED.OLD-FASHIONED),22.88,418,5.87,23.55,2.07,45.63,16.28,25,3,16,557,0.68,0.073,1.3,0.029,9
DOUGHNUTS.CAKE-TYPE.PLN.CHOCOLATE-COATED OR FRSTD,16.76,452,4.93,25.25,1.73,51.33,26.65,24,4,30,413,0.98,0.26,1.3,0.024,19
DOUGHNUTS.CAKE-TYPE.PLN.SUGARED OR GLAZED,19.6,426,5.2,22.9,1.5,50.8,0,60,1.06,17,402,0.44,0.101,0.1,0.027,32
DOUGHNUTS.CAKE-TYPE.WHEAT.SUGARED OR GLAZED,29.8,360,6.3,19.3,2.1,42.6,21.58,49,1.1,22,355,0.68,0.11,0.2,0.097,20
DOUGHNUTS.FRENCH CRULLERS.GLAZED,17.9,412,3.1,18.3,1.1,59.5,35.11,26,2.42,12,345,0.26,0.07,0,0.02,11
DOUGHNUTS.YEAST-LEAVENED.GLAZED.UNENR (INCL HONEY BUNS),25.4,403,6.4,22.8,1.1,44.3,0,43,0.6,22,342,0.77,0.169,0.1,0.057,6
DOUGHNUTS.YEAST-LEAVENED.W/CREME FILLING,38.2,361,6.4,24.5,0.8,30,14.55,25,1.83,20,309,0.8,0.113,0,0.068,24
DOUGHNUTS.YEAST-LEAVENED.W/JELLY FILLING,35.6,340,5.9,18.7,0.8,39,21.1,25,1.76,20,293,0.75,0.136,0,0.1,26
DOVE.CKD (INCL SQUAB),62,213,23.9,13,1.1,0,0,17,5.91,26,57,3.83,0.763,2.9,0.57,116
DRINK MIX.QUAKER OATS.GATORADE.LEMON-LIME FLAVOR.PDR,2.7,364,0,0,2,95.3,89.7,0,0,0,603,0,0,0,0,0
DRINK MIX.QUAKER OATS.GATORADE.ORANGE FLAVOR.PDR,2.51,388,0,1.23,2.15,94.11,80.5,40,0.34,1,63,0.06,0.25,0.4,0.022,0
DRUM.FRESHWATER.CKD.DRY HEAT,70.94,153,22.49,6.32,1.38,0,0,77,1.15,38,96,0.85,0.297,1,0.346,82
DRUM.FRESHWATER.RAW,77.33,119,17.54,4.93,1.08,0,0,60,0.9,30,75,0.66,0.232,1,0.3,64
DUCK.DOMESTICATED.LIVER.RAW,71.78,136,18.74,4.64,1.32,3.53,0,11,30.53,24,140,3.07,5.962,4.5,0.76,515
DUCK.DOMESTICATED.MEAT ONLY.CKD.RSTD,64.22,201,23.48,11.2,1.11,0,0,12,2.7,20,65,2.6,0.231,0,0.25,89
DUCK.DOMESTICATED.MEAT ONLY.RAW,73.77,135,18.28,5.95,1.06,0.94,0,11,2.4,19,74,1.9,0.253,5.8,0.34,77
DUCK.DOMESTICATED.MEAT&SKN.CKD.RSTD,51.84,337,18.99,28.35,0.82,0,0,11,2.7,16,59,1.86,0.227,0,0.18,84
DUCK.DOMESTICATED.MEAT&SKN.RAW,48.5,404,11.49,39.34,0.68,0,0,11,2.4,15,63,1.36,0.236,2.8,0.19,76
DUCK.SCOTER.WHITE-WINGED.MEAT (ALASKA NATIVE),79,84,20.2,0.4,0.4,0,0,8,0,0,0,0,0,0,0,0
DUCK.WILD.BREAST.MEAT ONLY.RAW,75.51,123,19.85,4.25,1.33,0,0,3,4.51,22,57,0.74,0.33,6.2,0.63,77
DUCK.WILD.MEAT&SKN.RAW,66.52,211,17.42,15.2,1.16,0,0,5,4.16,20,56,0.77,0.312,5.2,0.53,80
DUCK.YNG DUCKL.DOM.WH PEKIN.BRST.MEAT.BNLESS.CKD WO/SKN.BRLD,68.25,140,27.6,2.5,1.4,0,0,9,4.49,0,105,0,0,3.2,0,143
DUCK.YNG DUCKL.DOM.WH PEKIN.LEG.MEAT.BONE IN.CKD WO/SKN.BRSD,64.6,178,29.1,5.96,1.1,0,0,10,2.33,0,108,0,0,2.3,0,105
DUCK.YNG DUCKLING.DOM.WH PEKIN.BRST.MEAT&SKN.BNLESS.CKD.RSTD,63.25,202,24.5,10.85,1.15,0,0,8,3.26,0,84,0,0,2.8,0,136
DUCK.YNG DUCKLING.DOM.WH PEKIN.LEG.MEAT&SKN.BONE IN.CKD.RSTD,60.9,217,26.75,11.4,1,0,0,10,2.08,0,110,0,0,1.5,0,114
DULCE DE LECHE,28.71,315,6.84,7.35,1.74,55.35,49.74,251,0.17,22,129,0.79,0.004,0,0.016,29
DURIAN.RAW OR FROZEN,64.99,147,1.47,5.33,1.12,27.09,0,6,0.43,30,2,0.28,0.207,19.7,0.316,0
DUTCH BRAND LOAF.CHICK.PORK & BF,58.1,273,12,22.91,3.07,3.93,0.9,7,0.16,15,1055,2.53,0.069,1.4,0.236,60
ECLAIRS.CUSTARD-FILLED W/CHOC GLAZE.PREP FROM RECIPE,52.4,262,6.4,15.7,1.3,24.2,6.6,63,1.18,15,337,0.61,0.058,0.3,0.059,127
EDAMAME.FRZ.PREP,72.77,122,10.88,5.2,1.21,9.94,2.18,63,2.27,64,6,1.37,0.345,6.1,0.1,0
EDAMAME.FRZ.UNPREP,75.17,110,10.25,4.73,1.27,8.58,2.48,60,2.11,61,6,1.32,0.324,9.7,0.135,0
EEL.MIXED SPECIES.RAW,68.26,184,18.44,11.66,1.41,0,0,20,0.5,20,51,1.62,0.023,1.8,0.067,126
EEL.MXD SP.CKD.DRY HEAT,59.31,236,23.65,14.95,1.8,0,0,26,0.64,26,65,2.08,0.029,1.8,0.077,161
EGG CUSTARDS.DRY MIX,1.7,410,6.9,6.4,2.2,82.8,0,228,1.93,45,281,1.05,0.046,0.4,0.216,258
EGG CUSTARDS.DRY MIX.PREP W/ 2% MILK,74.44,112,4.13,2.83,1,17.61,4.63,146,0.33,17,87,0.61,0.012,0.2,0.066,49
EGG CUSTARDS.DRY MIX.PREP W/ WHL MILK,73.45,122,3.99,4,0.97,17.6,4.82,139,0.34,16,84,0.51,0.03,0.1,0.064,51
EGG MIX.USDA CMDTY,2.78,549,35.6,34.5,3.15,23.97,2.46,171,3.23,11,576,2.76,0.149,0,0.207,1110
EGG ROLLS.CHICK.REFR.HTD,54.18,197,10.44,4.51,2.33,28.54,5.57,47,1.69,30,560,0.52,0.105,11.2,0.287,14
EGG ROLLS.PORK.REFR.HTD,51.33,222,9.94,7.17,2.06,29.5,5.32,34,1.55,20,525,0.9,0.092,29.3,0.173,14
EGG ROLLS.VEG.REFR.HTD,54.46,196,6.62,4.67,2.26,31.99,6.85,46,1.95,26,561,0.55,0.11,13.7,0.144,0
EGG SUB.LIQ OR FRZ.FAT FREE,87,48,10,0,1.3,2,2,73,1.98,15,199,0.98,0.022,0.5,0.133,0
EGG SUBSTITUTE.POWDER,3.86,444,55.5,13,5.84,21.8,21.8,326,3.16,65,800,1.82,0.207,0.8,0.143,572
EGG.DUCK.WHOLE.FRESH.RAW,70.83,185,12.81,13.77,1.14,1.45,0.93,64,3.85,17,146,1.41,0.062,0,0.25,884
EGG.GOOSE.WHOLE.FRESH.RAW,70.43,185,13.87,13.27,1.08,1.35,0.94,60,3.64,16,138,1.33,0.062,0,0.236,852
EGG.QUAIL.WHOLE.FRESH.RAW,74.35,158,13.05,11.09,1.1,0.41,0.4,64,3.65,13,141,1.47,0.062,0,0.15,844
EGG.TURKEY.WHL.FRSH.RAW,72.5,171,13.68,11.88,0.79,1.15,0,99,4.1,13,151,1.58,0.062,0,0.131,933
EGG.WHITE.DRIED,5.8,382,81.1,0,5.3,7.8,5.4,62,0.15,88,1280,0.1,0.114,0,0.036,0
EGG.WHITE.DRIED.FLAKES.GLUCOSE RED,14.62,351,76.92,0.04,4.25,4.17,4.17,83,0.23,67,1156,0.15,0.23,0,0.023,0
EGG.WHITE.DRIED.PDR.GLUCOSE RED,8.54,376,82.4,0.04,4.55,4.47,4.47,89,0.24,72,1238,0.16,0.17,0,0.024,0
EGG.WHITE.RAW.FRESH,87.57,48,10.9,0.17,0.63,0.73,0.71,7,0.08,11,166,0.03,0.023,0,0.005,0
EGG.WHITE.RAW.FROZEN,88.55,47,9.8,0,0.6,1.05,0,7,0.05,10,158,0.02,0.012,0,0.004,0
EGG.WHL.CKD.FRIED,69.13,196,13.62,15.31,1.05,0.9,0.83,59,1.98,13,204,1.2,0.111,0,0.155,457
EGG.WHL.CKD.HARD-BOILED,74.62,155,12.58,10.61,1.08,1.12,1.12,50,1.19,10,124,1.05,0.013,0,0.121,424
EGG.WHL.CKD.POACHED,75.54,142,12.52,9.9,1.26,0.78,0.77,53,1.83,12,294,1.1,0.102,0,0.121,422
EGG.WHL.CKD.SCRMBLD,73.15,167,11.09,12.21,1.36,2.2,1.73,71,1.2,12,280,1,0.014,0.2,0.118,352
EGG.WHL.DRIED.STABILIZED.GLUCOSE RED,1.87,615,48.17,43.95,3.63,2.38,0,222,8.28,49,548,5.71,0.27,0,0.42,2017
EGG.WHL.RAW.FRSH,75.84,143,12.57,9.94,0.86,0.78,0.77,53,1.83,12,140,1.11,0.102,0,0.143,423
EGG.WHOLE.COOKED.OMELET,75.87,157,10.57,12.03,0.84,0.69,0.65,46,1.55,10,161,0.93,0.088,0,0.121,356
EGG.WHOLE.DRIED,3.1,594,47.35,40.95,3.65,4.95,3.08,231,6.79,42,523,5.28,0.196,0,0.388,1715
EGG.WHOLE.RAW.FROZEN,75.85,148,11.95,10.2,0.95,1.05,0,59,1.85,11,133,1.38,0.053,0,0.162,432
EGG.YOLK.DRIED,2.95,666,34.25,55.8,3.4,3.6,3.6,284,5.42,13,135,4.93,0.012,0,0.66,2335
EGG.YOLK.RAW.FROZEN,56.2,303,15.5,25.6,1.55,1.15,0.51,138,3.34,9,67,2.88,0.024,0,0.345,1075
EGG.YOLK.RAW.FRSH,52.31,317,15.86,26.54,1.71,3.59,0.56,129,2.73,5,48,2.3,0.077,0,0.35,1234
